x y z A dCp dVx dVy dVz dP dFx dFy dFz mu 
23.021228392801952 1.4461363636363624 -0.0044054652893009728 0.92834067744801985 0.15640497273260268 -0.91179318425687206 -0.018321123012852186 -0.10905298190172993 0.078202486366301338 -0.0019928819931644202 0.0017096512522302536 0.072551049997577249 1.0004644679246295
22.646076769132392 1.4461363636363624 -0.020187122666364955 1.2453741929038298 0.15974062715362924 -0.91461997682266505 -0.018650926909268131 -0.058153364207958316 0.079870313576814622 -0.0052559538607416731 0.0045160761063971627 0.099226750610318992 0.96823397573198378
22.147203254108145 1.4461363636363624 -0.052474513720355123 1.6511394051443316 0.15406286097124255 -0.91940851947139624 -0.018255880605822141 -0.017083213265617597 0.077031430485621277 -0.0093178590190633997 0.0080198148270206639 0.12659408411017717 0.92634921539161363
21.493289410337972 1.4461363636363624 -0.10783371486942381 2.1553107150330217 0.13618562482167884 -0.92900592175771346 -0.017156109901630502 0.021634241619835543 0.068092812410839421 -0.013568584703310278 0.01170323263343577 0.14566320176424971 0.87626616354603648
20.651941209797744 1.4461363636363624 -0.19424595139024176 2.7564225157482349 0.10590568525822208 -0.94383199668403783 -0.015104974096620379 0.055202504786836748 0.052952842629111041 -0.01591706719416661 0.013761784439269497 0.14443580191799532 0.82213698149474401
19.594592380096699 1.4461363636363624 -0.31863940419413805 3.4337091440694181 0.063683531472735644 -0.96413381045355229 -0.011065208780524829 0.081486349913476558 0.031841765736367822 -0.013340747980227517 0.011562672667158337 0.10790065090380307 0.77375807952684295
18.303819531472517 1.4461363636363624 -0.48349589496984768 4.1388996497909067 0.014448591754577134 -0.98808428759466449 -0.0045043919878810911 0.096023743453308441 0.0072242958772885668 -0.0038624680419032157 0.0033537657236532843 0.029459830446807445 0.74474443130022439
16.781973058073334 1.4461363636363624 -0.68137958948511779 4.7938315798706004 -0.034425179201393874 -1.0128819379856662 0.0033135828825417751 0.092110689240041954 -0.017212589600696937 0.010499980321143767 -0.0091107933055523307 -0.081334778758442514 0.74915276706333189
15.058977530176515 1.4461363636363624 -0.8918309474024968 5.3023945095687726 -0.075486093268936294 -1.0348845003689711 0.010084104549995226 0.066320999694111427 -0.037743046634468147 0.022923163061629521 -0.01975079484512542 -0.19782785576369691 0.79513842458573525
13.195688651407952 1.4461363636363624 -1.0843359287281644 5.5762254029367195 -0.10430146944965624 -1.0506039733731354 0.014159145142119019 0.018228526848894616 -0.052150734724828118 0.026399006299757641 -0.022213992318414609 -0.28875031402597573 0.87961169924216431
11.278858258374239 1.4461363636363624 -1.2252116543633191 5.5647967346176799 -0.11997822884450615 -1.0568587003778473 0.015141872767365835 -0.052902173577751385 -0.059989114422253076 0.018518411771281131 -0.014244524982889575 -0.33300867874686724 0.98789822035655916
9.4071499966309986 1.4461363636363624 -1.287094559427483 5.2760717467868483 -0.1234765653264136 -1.0498391495219777 0.014661765670059919 -0.14525618088336348 -0.0617382826632068 0.0030417387133779227 0.00069354590313369495 -0.32572066820434087 1.0966208444307051
7.6721007726642148 1.4461363636363624 -1.2640445389951711 4.7698909981603279 -0.11774013279706641 -1.0295567352069697 0.014738750400057506 -0.23986627737903649 -0.058870066398533205 -0.010749801656095423 0.013782446067811883 -0.28025927266208606 1.1787201009039021
6.1405049071161084 1.4461363636363624 -1.1748593804478715 4.1297894540287654 -0.10981995565756364 -1.0024486853354662 0.015861861551760961 -0.32351969070656561 -0.05490997782878182 -0.018301135245057339 0.020744784471734411 -0.22507295421722101 1.2208941434354712
4.846288702312286 1.4461363636363624 -1.0435885618159784 3.4456911493122706 -0.11047056008900702 -0.97155998543904931 0.020663349226773951 -0.40757181058239744 -0.05523528004450351 -0.023532912632692651 0.025674616250641102 -0.18710994846680412 1.2283868465442775
3.7933902890615028 1.4461363636363624 -0.88840378652046037 2.7900710211801814 -0.12314154324028448 -0.93617125706361914 0.031700473654904665 -0.49570152376027887 -0.061570771620142239 -0.029038303250236226 0.031133799226895832 -0.16642769287780168 1.209706211204961
2.9648127747366697 1.4461363636363624 -0.72108944273622877 2.2116448940606173 -0.1581842109551328 -0.89033678768953239 0.0546798098120993 -0.60207535561649594 -0.079092105477566399 -0.039246500906939714 0.041657430863614342 -0.16529565748538333 1.1736397975923272
2.3330906430849812 1.4461363636363624 -0.54611024662812513 1.734797359724348 -0.23227253761127287 -0.82084929742431034 0.099872419936383933 -0.74061087506553636 -0.11613626880563643 -0.059921958798191038 0.063209809096193587 -0.18167334778939506 1.1250162111817734
1.8717832575180993 1.4461363636363624 -0.35909570602006491 1.3757342456085468 -0.41357880529089308 -0.68321207081423729 0.20429884091258915 -0.95134749444479394 -0.20678940264544654 -0.11700798221328709 0.12292243639646717 -0.22832478939360773 1.0655067241834055
1.5978939426567997 1.4461363636363624 -0.13063894373585552 1.1951093157814408 -1.0992357847819636 -0.14391649480299595 0.56537919585773955 -1.3262240354468164 -0.5496178923909818 -0.41533904577797509 0.43508334431377432 -0.2639174735102357 0.99420244944422154
1.597893942656798 1.4461363636363624 0.13063894373585411 1.1951093157814259 -1.6390194054026561 0.97236884710907234 0.51633610555824738 -1.1945355820030528 -0.81950970270132806 -0.61929275345284063 0.64873255962932586 0.39351508247514771 0.88696055734487467
1.8717832575181004 1.4461363636363624 0.35909570602006469 1.3757342456085828 -0.91073589765596008 1.1872828801545836 0.1653535664245242 -0.68829750705526105 -0.45536794882798004 -0.25766158311468956 0.27068571701796124 0.50279071210924953 0.77578491846680653
2.3330906430849829 1.4461363636363624 0.54611024662812624 1.7347973597243187 -0.5424891960001621 1.1562645455867644 0.08635551225094544 -0.44506653673700525 -0.27124459800008105 -0.13995203903781411 0.14763104957894529 0.42431115357195737 0.67875923263451554
2.9648127747366666 1.4461363636363624 0.72108944273622833 2.2116448940606146 -0.42518890646884566 1.1558298905841793 0.061408941377286218 -0.29236127038294724 -0.21259445323442283 -0.10549205070841959 0.11197247416953364 0.44430401381964479 0.56739491290348287
3.7933902890614988 1.4461363636363624 0.88840378652045959 2.7900710211801796 -0.38084554266577308 1.1602186862652824 0.054706451028971342 -0.1781722394831752 -0.19042277133288654 -0.089808102679450705 0.096288939945129812 0.51471861843553535 0.42895115730541789
4.8462887023122834 1.4461363636363624 1.0435885618159779 3.4456911493122839 -0.37292559838111305 1.167242824897448 0.056433982062730939 -0.085352163271248643 -0.18646279919055653 -0.079442210830890286 0.086672156099882325 0.63164420854589365 0.25332240409831552
6.140504907116112 1.4461363636363624 1.1748593804478715 4.1297894540287832 -0.38765787688982845 1.1763694589292901 0.061721809812933431 0.0017863878788068888 -0.19382893844491422 -0.064601913115814605 0.073227848770268389 0.79449407036034037 0.029550155367105341
7.6721007726642263 1.4461363636363629 1.2640445389951713 4.7698909981603563 -0.41802145322338458 1.1856352019796443 0.068393546420607632 0.087252185405780336 -0.20901072661169229 -0.038165811464552162 0.048932831969620623 0.99502510872362204 -0.24890682372445999
9.4071499966310093 1.4461363636363629 1.287094559427483 5.276071746786819 -0.45377071056467577 1.1894836140191312 0.074829558338146321 0.18248282040669014 -0.22688535528233789 0.011178250169762365 0.0025487493634291539 1.1970085065612579 -0.58266419351515908
11.278858258374242 1.4461363636363624 1.2252116543633187 5.5647967346176808 -0.47446063203921374 1.1802830797550719 0.07930993636288057 0.27404820320011614 -0.23723031601960687 0.073232097506220076 -0.056330772604080086 1.3169014888322133 -0.94797510950020214
13.195688651407959 1.4461363636363624 1.0843359287281635 5.5762254029367302 -0.4662486264788499 1.1584298727597431 0.07862190184382549 0.34366764893884783 -0.23312431323942495 0.11800888801101281 -0.099301030577251467 1.2907722012001983 -1.3021158987590293
15.058977530176518 1.4461363636363624 0.89183094740249591 5.3023945095687441 -0.42962876799113059 1.1278921604565773 0.071751931114478959 0.39030719024003158 -0.21481438399556529 0.13046708179134825 -0.11241156203335671 1.125936371395968 -1.6070799819473531
16.781973058073334 1.4461363636363624 0.68137958948511712 4.7938315798705986 -0.36829401785082028 1.0919229905093524 0.060199564951685394 0.41517973581036077 -0.18414700892541014 0.11233289207313739 -0.097470826591205484 0.87015124263293464 -1.8378618439435646
18.30381953147252 1.4461363636363624 0.48349589496984718 4.1388996497909334 -0.28950576431606545 1.054424148241198 0.046688306143173208 0.41894591774042955 -0.14475288215803273 0.077392093403381462 -0.067199248594983718 0.59028525928299735 -1.9870344850918698
19.594592380096703 1.4461363636363624 0.31863940419413794 3.4337091440694225 -0.20473826408019113 1.0196118415842832 0.033969263758732667 0.40493955808365728 -0.10236913204009557 0.042889606148372554 -0.037173213784712944 0.34689332466785705 -2.0646897853350894
20.651941209797744 1.4461363636363624 0.19424595139024153 2.7564225157482247 -0.12533465826646739 0.99031748673707065 0.023677141854030186 0.37953303766979674 -0.062667329133233696 0.018837139597568348 -0.016286458518512067 0.17093333403864283 -2.0912198554958152
21.493289410337976 1.4461363636363624 0.10783371486942341 2.1553107150330471 -0.056994926446095828 0.96766664568759309 0.01585657792768045 0.34693624516075205 -0.028497463223047914 0.0056785764881969372 -0.0048979096288438951 0.060961378863055693 -2.0876086169238266
22.147203254108152 1.4461363636363624 0.052474513720354735 1.6511394051443316 -0.0012183832431493791 0.95160605838228207 0.0099561980203198772 0.30913616257931764 -0.00060919162157468953 7.3688903472811609e-05 -6.3423513861830398e-05 0.0010011505030435173 -2.0698825892037012
22.646076769132392 1.4461363636363627 0.020187122666364871 1.2453741929038051 0.0445229190539288 0.93978205473024701 0.005567909283411698 0.26880433206940291 0.0222614595269644 -0.0014649398369265465 0.0012587210561851778 -0.027656487044830994 -2.0481736016288936
23.021228392801952 1.4461363636363624 0.004405465289301011 0.92834067744802073 0.0849076625339239 0.9313176819616924 0.0018201418085260954 0.21848661243969369 0.04245383126696195 -0.0010818770579298063 0.00092811941358952031 -0.039385832573289092 -2.0268048375453636
25.506508347540908 4.3384090909090869 -0.0042939303108436733 0.90483749431962401 0.15575838449450974 -0.91224777445044924 -0.012371768427900331 -0.10905298190172941 0.077879192247254869 -0.0019343972592930905 0.0016594784377623433 0.070421907948148788 1.0540882928878679
25.140854591977543 4.3384090909090869 -0.019676036970791323 1.2138445417420842 0.15900521067400075 -0.9151253868161654 -0.012589756227160099 -0.058153364207959829 0.079502605337000376 -0.0050993018843746131 0.0043814759431850415 0.096269329939699333 1.022849462404094
24.654611263119165 4.3384090909090869 -0.051145994852763332 1.6093368290509513 0.15378611359943262 -0.91966125849344493 -0.012050719951185909 -0.017083213265617458 0.076893056799716308 -0.0090656407796396929 0.0078027323865118544 0.12316740240675128 0.98228786652609357
24.017252825347757 4.3384090909090869 -0.10510364431498297 2.1007438263200848 0.13818708881085862 -0.9280229285331294 -0.010877265073080587 0.02163424161983668 0.069093544405429308 -0.013419426561229105 0.011574580126625583 0.14406194024583491 0.93339388322829653
23.197205383583281 4.3384090909090869 -0.18932814666792466 2.6866370320991235 0.11378939028071411 -0.93972323984661099 -0.0091392383016380106 0.055202504786836137 0.056894695140357054 -0.016668969550916072 0.014411873932939384 0.15125876864524182 0.87891146761847394
22.16662588951381 4.3384090909090869 -0.31057227921445646 3.3467765160125342 0.080979536707066702 -0.95516276167151026 -0.0066735887471013489 0.08148634991347678 0.040489768353533351 -0.016534517920533422 0.014330772060738026 0.13373202526952502 0.82485801305118256
