x y z A dCp dVx dVy dVz dP dFx dFy dFz 
0.89704431596161061 1 0.014511413168898174 0.18653223403385066 0.26983042647564826 -0.8544995402845017 -0.0003304208332119106 0 0.13491521323782413 -0.00025395729066006028 0 0.025164754721859584
0.73212459148751163 1 -0.0179554354121087 0.49016010205922544 -0.0082808385767738635 -1.0041314422772956 -0.00094085434149352408 0 -0.0041404192883869317 0.00052991175722233506 -0 -0.0019590648984991765
0.46312850039585085 1 -0.06343068647828301 0.60523447714621792 -0.27634426505986598 -1.1297526636704771 -0.0017843736513898714 0 -0.13817213252993299 0.0074496827927084302 -0 -0.083294058305717567
0.19052314488850886 1 -0.065128693582255481 0.48986509600140493 -0.23854828281713147 -1.1128987974700837 -0.0021329338416991098 0 -0.11927414140856574 -0.005620666153285131 0 -0.058157262601237054
0.03429292001855893 1 -0.027188855684979356 0.17264838083959214 0.5713466273229415 -0.65471403387326588 -0.0017048537927226229 0 0.28567331366147075 0.029891547940481007 -0 0.039230853424249229
0.029446258679375264 1 0.030250242789247043 0.17194576206903925 -0.70170601608055883 1.3044944149579625 -0.00058088212398822031 0 -0.35085300804027941 -0.043899069099350346 -0 0.041379966802018275
0.18148883159715595 1 0.074298837696146133 0.49288255946635562 -0.82044129581080583 1.3492371297322128 0.00068085445285095622 0 -0.41022064790540291 -0.020951366713550187 -0 0.20110216340969891
0.45641303458593996 1 0.08267921443441606 0.60972023900015371 -0.42815431833689699 1.1950528384009924 0.0017411968953766344 0 -0.21407715916844849 0.0037574612148768933 -0 0.13047308278006425
0.73027158428538996 1 0.057106821234299637 0.49329915043215022 -0.2009582597304993 1.0958801025626643 0.0022495639007341153 0 -0.10047912986524965 0.0085143674773170835 -0 0.048829505512186518
0.89771912261723075 1 0.025452201706782675 0.18853404105575611 -0.067800568997960386 1.0333428325435763 0.0017774782077093487 0 -0.033900284498980193 0.0014197712664865642 -0 0.00623166927070452
0.89704431596161061 3 0.014511413168898174 0.18653223403385066 0.25736462777659541 -0.86176292520256026 -0.00018157568988005392 0 0.12868231388829771 -0.00024222480924617916 0 0.024002177281016189
0.73212459148751163 3 -0.0179554354121087 0.49016010205922544 -0.021569052373013431 -1.0107268571247292 -0.00052216834531649148 0 -0.010784526186506715 0.0013802580908486958 -0 -0.0051027650166226516
0.46312850039585085 3 -0.06343068647828301 0.60523447714621792 -0.28623790867689225 -1.1341238700310801 -0.0009778049999417688 0 -0.14311895433844612 0.007716395425934176 -0 -0.086276142005243778
0.19052314488850886 3 -0.065128693582255481 0.48986509600140493 -0.23772841394772981 -1.1125318236501083 -0.0011641793221726648 0 -0.11886420697386491 -0.0056013484321514578 0 -0.057957381350476074
0.03429292001855893 3 -0.027188855684979356 0.17264838083959214 0.58975628608254649 -0.64050203103352266 -0.00092852538245437322 0 0.29487814304127324 0.030854699153885456 -0 0.040494931288456673
0.029446258679375264 3 0.030250242789247043 0.17194576206903925 -0.75984285879633995 1.3265906538826995 -0.00030956002941582086 0 -0.37992142939816997 -0.04753613820965015 -0 0.044808326494572198
0.18148883159715595 3 0.074298837696146133 0.49288255946635562 -0.84947526827597986 1.3599540885601202 0.00038116216038595278 0 -0.42473763413798993 -0.021692798681169297 -0 0.20821881478370599
0.45641303458593996 3 0.08267921443441606 0.60972023900015371 -0.44181631394702836 1.200756180653622 0.00095318893955599615 0 -0.22090815697351418 0.0038773582156178604 -0 0.13463635431053836
0.73027158428538996 3 0.057106821234299637 0.49329915043215022 -0.20131174650824968 1.0960429950823349 0.0012245159020283329 0 -0.10065587325412484 0.0085293443005050214 -0 0.048915396903691372
0.89771912261723075 3 0.025452201706782675 0.18853404105575611 -0.056378623057774524 1.0278023531175469 0.00097261698931089963 0 -0.028189311528887262 0.0011805911107311369 -0 0.0051818581765049158
0.89704431596161061 5 0.014511413168898174 0.18653223403385066 0.25591299013422342 -0.86260478196319812 8.1532003370909933e-17 0 0.12795649506711171 -0.00024085856613011522 0 0.023866795568536828
0.73212459148751163 5 -0.0179554354121087 0.49016010205922544 -0.0228392325117448 -1.0113551465789576 -2.8622937353617317e-17 0 -0.0114196162558724 0.0014615401232254549 -0 -0.0054032617962047128
0.46312850039585085 5 -0.06343068647828301 0.60523447714621792 -0.28700178662085385 -1.1344610115031957 -2.0816681711721685e-17 0 -0.14350089331042692 0.0077369880312253602 -0 -0.086506385589234944
0.19052314488850886 5 -0.065128693582255481 0.48986509600140493 -0.23753156280826238 -1.1124439594012197 6.9388939039072284e-18 0 -0.11876578140413119 -0.0055967102326063851 0 -0.057909389710057782
0.03429292001855893 5 -0.027188855684979356 0.17264838083959214 0.59159888524000048 -0.63906268453102433 -3.4694469519536142e-17 0 0.29579944262000024 0.030951099724775662 -0 0.040621451222256619
0.029446258679375264 5 0.030250242789247043 0.17194576206903925 -0.76558947123282306 1.3287548574634913 2.4286128663675299e-17 0 -0.38279473561641153 -0.047895649074107947 -0 0.045147207203011831
0.18148883159715595 5 0.074298837696146133 0.49288255946635562 -0.85202952960932565 1.3608929162903765 4.3368086899420177e-18 0 -0.42601476480466283 -0.021758026097378626 -0 0.20884490160146174
0.45641303458593996 5 0.08267921443441606 0.60972023900015371 -0.44284584867831933 1.2011851850061752 2.0816681711721685e-17 0 -0.22142292433915967 0.0038863933617241074 -0 0.13495008831827288
0.73027158428538996 5 0.057106821234299637 0.49329915043215022 -0.20133558781342664 1.0960545551264438 6.9388939039072284e-18 0 -0.10066779390671332 0.0085303544288455411 -0 0.04892118994322165
0.89771912261723075 5 0.025452201706782675 0.18853404105575611 -0.055612762530386606 1.0274301740412273 2.1510571102112408e-16 0 -0.027806381265193303 0.001164553682329108 -0 0.0051114665915270325
0.89704431596161061 7 0.014511413168898174 0.18653223403385066 0.25736462777659097 -0.86176292520256281 0.00018157568988018055 0 0.12868231388829549 -0.00024222480924617498 0 0.024002177281015776
0.73212459148751163 7 -0.0179554354121087 0.49016010205922544 -0.021569052373015651 -1.0107268571247303 0.00052216834531663894 0 -0.010784526186507826 0.0013802580908488379 -0 -0.0051027650166231772
0.46312850039585085 7 -0.06343068647828301 0.60523447714621792 -0.28623790867689158 -1.1341238700310798 0.00097780499994188849 0 -0.14311895433844579 0.0077163954259341578 -0 -0.08627614200524357
0.19052314488850886 7 -0.065128693582255481 0.48986509600140493 -0.23772841394772981 -1.1125318236501083 0.0011641793221726891 0 -0.11886420697386491 -0.0056013484321514578 0 -0.057957381350476074
0.03429292001855893 7 -0.027188855684979356 0.17264838083959214 0.58975628608254693 -0.64050203103352232 0.00092852538245440791 0 0.29487814304127347 0.030854699153885477 -0 0.040494931288456701
0.029446258679375264 7 0.030250242789247043 0.17194576206903925 -0.75984285879634239 1.3265906538827004 0.00030956002941583821 0 -0.3799214293981712 -0.047536138209650303 -0 0.044808326494572337
0.18148883159715595 7 0.074298837696146133 0.49288255946635562 -0.84947526827597986 1.3599540885601202 -0.00038116216038599137 0 -0.42473763413798993 -0.021692798681169297 -0 0.20821881478370599
0.45641303458593996 7 0.08267921443441606 0.60972023900015371 -0.44181631394702836 1.200756180653622 -0.00095318893955606554 0 -0.22090815697351418 0.0038773582156178604 -0 0.13463635431053836
0.73027158428538996 7 0.057106821234299637 0.49329915043215022 -0.20131174650825345 1.0960429950823367 -0.0012245159020284543 0 -0.10065587325412673 0.008529344300505181 -0 0.048915396903692288
0.89771912261723075 7 0.025452201706782675 0.18853404105575611 -0.056378623057784516 1.0278023531175517 -0.00097261698931092738 0 -0.028189311528892258 0.0011805911107313461 -0 0.0051818581765058344
0.89704431596161061 9 0.014511413168898174 0.18653223403385066 0.26983042647564903 -0.85449954028450126 0.0003304208332120008 0 0.13491521323782452 -0.00025395729066006104 0 0.025164754721859656
0.73212459148751163 9 -0.0179554354121087 0.49016010205922544 -0.0082808385767738635 -1.0041314422772956 0.00094085434149387623 0 -0.0041404192883869317 0.00052991175722233506 -0 -0.0019590648984991765
0.46312850039585085 9 -0.06343068647828301 0.60523447714621792 -0.27634426505986798 -1.129752663670478 0.0017843736513901524 0 -0.13817213252993399 0.0074496827927084831 -0 -0.083294058305718149
0.19052314488850886 9 -0.065128693582255481 0.48986509600140493 -0.23854828281713281 -1.1128987974700844 0.0021329338416991445 0 -0.1192741414085664 -0.0056206661532851622 0 -0.058157262601237374
0.03429292001855893 9 -0.027188855684979356 0.17264838083959214 0.57134662732294128 -0.65471403387326599 0.0017048537927227617 0 0.28567331366147064 0.029891547940481 -0 0.039230853424249215
0.029446258679375264 9 0.030250242789247043 0.17194576206903925 -0.70170601608055527 1.3044944149579611 0.00058088212398820643 0 -0.35085300804027764 -0.043899069099350124 -0 0.041379966802018067
0.18148883159715595 9 0.074298837696146133 0.49288255946635562 -0.82044129581080405 1.3492371297322121 -0.00068085445285104209 0 -0.41022064790540202 -0.020951366713550138 -0 0.20110216340969847
0.45641303458593996 9 0.08267921443441606 0.60972023900015371 -0.42815431833689521 1.1950528384009917 -0.0017411968953768148 0 -0.21407715916844761 0.0037574612148768773 -0 0.1304730827800637
0.73027158428538996 9 0.057106821234299637 0.49329915043215022 -0.20095825973049974 1.0958801025626645 -0.0022495639007343721 0 -0.10047912986524987 0.0085143674773171026 -0 0.048829505512186615
0.89771912261723075 9 0.025452201706782675 0.18853404105575611 -0.067800568997965049 1.0333428325435785 -0.0017774782077098344 0 -0.033900284498982525 0.0014197712664866615 -0 0.0062316692707049485
